prompt,output_data_type,attribute_id,attribute_label,concept_id
"Unusually intense or prolonged episodes of rainfall, snowfall, or other precipitation that exceed typical conditions and can cause flooding, water-related hazards, disruption of essential services, and adverse impacts on human health, ecosystems, and livelihoods.",bool,28,Extreme precipitation,DSNY000633
"Uncontrolled fires in natural vegetation, increasingly associated with drought and heat, producing smoke and air pollution with severe respiratory and cardiovascular health impacts.",bool,33,Wildfires,DSNY000610
"Extreme weather events where the specific type is not identified, used when studies refer to climate extremes without distinguishing between event types.",bool,34,Z_(Unspecified) extreme weather events,DSNY000604
"Severe or unusual snow and ice conditions, including heavy snowfall, blizzards, freezing rain, and ice storms, that disrupt normal activities and can result in infrastructure damage, transport disruption, injuries, and adverse impacts on human health, ecosystems, and livelihoods.. Driven by cold temperatures and frozen precipitation.",bool,29,Extreme snow/ice events,DSNY000634
"Wind-driven events that mobilize and transport airborne sand and dust particles, reducing air quality and visibility and posing risks to human health, ecosystems, infrastructure, and livelihoods.",bool,31,Sand and dust storms,DSNY000635
"Periods of abnormally high temperatures, including heatwaves, that pose direct health risks such as heat exhaustion, heat stroke, and excess mortality.",bool,27,Extreme heat,DSNY000607
"Adaptation actions that inadvertently increase vulnerability or exposure to harm, reduce adaptive capacity, or create new risks for human or natural systems, often as an unintended consequence of well-intentioned interventions.",bool,490,Maladaptation,DSNY000490
"The effects of climate change on natural and human systems, including consequences for health, ecosystems, economies, and societies resulting from climate variability and change.",bool,488,Impact,DSNY000053
"Positive health, social, or environmental benefits arising from mitigation actions that are additional to the primary goal of reducing greenhouse gas emissions, such as improved air quality or increased physical activity.",bool,496,Co-Benefits,DSNY000491
"The process of establishing the causal contribution of climate change to observed changes in physical, ecological, or human systems, including specific extreme weather events or health outcomes.. Refers to attribution as a high-level thematic area of climate research, encompassing the field of climate and health attribution broadly. Distinct from 'Attribution' in the Methods scheme, which classifies attribution as a specific study aim within primary research.",bool,493,Attribution,DSNY000054
"Projected effects on human health, ecosystems, and societies arising from anticipated changes in climate over coming decades, typically derived from climate modelling and scenario analysis.",bool,494,Future impact,DSNY000493
"Planning, developing capacities, and implementing measures in advance to enable effective responses to climate-related events and reduce their impacts.",bool,491,Preparedness,DSNY000639
"Negative consequences of climate change that cannot be avoided through mitigation or adaptation, including irreversible harm to lives, livelihoods, cultural heritage, ecosystems, and infrastructure.",bool,495,Loss and damage,DSNY000492
"The capacity of individuals, communities, ecosystems, or systems to anticipate, withstand, recover from, and adapt to climate-related shocks and stresses. It is generally considered an adaptation outcome or objective.",bool,492,Resilience,DSNY000638
Actions and strategies aimed at reducing or preventing greenhouse gas emissions in order to limit the magnitude of future climate change and its associated health and environmental impacts.,bool,489,Mitigation,DSNY000051
"Adjustments in natural or human systems in response to actual or anticipated climate change, intended to moderate harm or exploit beneficial opportunities arising from climate variability.. Resilience is the capacity of individuals, communities, ecosystems, or systems to anticipate, withstand, recover from, and adapt to climate-related shocks and stresses. It is generally considered an adaptation outcome or objective.",bool,487,Adaptation,DSNY000052
"Climate change where the specific driver or mechanism is not identified or distinguished, used when studies refer to climate change in general terms.",bool,7,(Unspecified) climate change,DSNY000595
"General changes in weather patterns not attributed to a specific meteorological variable, used when studies refer to weather variability in broad terms.",bool,6,(Unspecified) changes in weather,DSNY000596
"Shifts in the duration of seasons, including earlier spring onset and extended summers, with consequences for agriculture, vector biology, and human health.",bool,13,Changes in season length,DSNY000601
"Alterations in wind patterns and velocity that can affect air quality, energy systems, and the spread of airborne pathogens and pollutants.",bool,15,Changes in wind speed,DSNY000603
"Long-term shifts in average or extreme temperature conditions, including warming trends, that affect human health, ecosystems, and society.",bool,14,Changes in temperature,DSNY000602
"Alterations in the amount, timing, or intensity of rainfall and snowfall, affecting water availability, flood risk, and drought conditions.",bool,11,Changes in precipitation,DSNY000599
"The increase in mean sea level resulting from thermal expansion of seawater and melting ice, threatening coastal communities, infrastructure, and freshwater resources.. Main drivers: Thermal expansion of oceans, melting glaciers/ice sheets, ocean circulation changes.",bool,12,Changes in sea level,DSNY000600
"Climate-driven changes in freshwater systems, including altered lake and river levels, reduced or increased water availability, and changes in hydrological patterns that affect ecosystems, livelihoods, and human health.. E.g. declining water levels in Lake Chad Basin, shrinking lakes, changing river flows. Main drivers: Changes in precipitation, evaporation, drought, water withdrawals, watershed changes, land-use change.",bool,10,Changes in inland water bodies,DSNY000632
"Climate variability refers to fluctuations in climate conditions (temperature, precipitation, wind patterns, etc.) over months, years, or decades around a longer-term average. Climate variability is influenced by multiple climate drivers.. Refers to variations in the mean state and other climate statistics (standard deviations, the occurrence of extremes, etc.) on all temporal and spatial scales beyond those of individual weather events.",bool,16,Climate variability,DSNY000623
"Accelerated melting of glaciers and snowpack due to rising temperatures, affecting freshwater supply, sea levels, and downstream ecosystems.",bool,8,Changes in glacier / snow melt,DSNY000597
"Shifts in atmospheric moisture levels that affect thermal comfort, respiratory health, and the prevalence of moisture-related diseases.",bool,9,Changes in humidity,DSNY000598
"Population groups defined by shared ethnic, cultural, or racial identity that may face structural disadvantage, discrimination, or disproportionate exposure to environmental and social risk factors.",bool,460,Ethnic minorities (Vulnerability),DSNY000235
Individuals living with one or more long-term physical health conditions that reduce physiological resilience and increase susceptibility to adverse health outcomes.,bool,458,Chronic conditions (Vulnerability),DSNY000233
"Older adults with reduced physiological reserve and resilience, characterised by weakness, fatigue, and vulnerability to adverse health outcomes following minor stressors.",bool,461,Frail elderly (Vulnerability),DSNY000236
"Women as a population group who may face heightened vulnerability due to biological factors, gender-based inequalities in resource access, and higher exposure to specific social and economic risks.",bool,468,Women (Vulnerability),DSNY000243
"Individuals whose occupation exposes them to elevated health hazards, including outdoor workers in agriculture, construction, and other sectors with high physical exposure to environmental conditions.",bool,466,Occupation-based (Vulnerability),DSNY000241
"People who have moved within or across borders, voluntarily or under duress, and who may face elevated health risks due to displacement, poor living conditions, and restricted access to services.",bool,465,Migrants (Vulnerability),DSNY000240
"Individuals during pregnancy, whose altered physiology and increased metabolic demands heighten susceptibility to environmental exposures and infectious disease with potential consequences for both maternal and foetal health.",bool,467,Pregnancy (Vulnerability),DSNY000242
"Populations with historical, cultural, and territorial ties to lands prior to colonisation, who often face compounded social, economic, and environmental vulnerabilities.",bool,462,Indigenous peoples (Vulnerability),DSNY000237
"Young children and infants whose immature physiological systems, developmental dependency, and limited autonomy increase their susceptibility to environmental exposures and health harms.",bool,463,Infants / children (Vulnerability),DSNY000238
"Individuals with physical, sensory, cognitive, or mental impairments that limit daily functioning and may increase exposure to harm and reduce capacity to respond to environmental or social stressors.",bool,459,Disabled (Vulnerability),DSNY000234
"Individuals and households with insufficient financial resources to meet basic needs, facing compounded vulnerability through reduced access to healthcare, nutrition, safe housing, and adaptive capacity.",bool,464,Low-income (Vulnerability),DSNY000239
"Disruptions or changes to the availability, accessibility, and safety of food, including impacts on nutrition, foodborne pathogen risk, and agricultural productivity.. As atmospheric levels of CO2 increase, the nutritional value (protein and essential minerals) of vital food crops is impacted. Warmer temperatures and more extreme weather can also impair food safety (as climate-sensitive pathogens cause foodborne illness and chemical contamination) and distribution (e.g. by disrupting transportation). Food security (crop yields) can be affected by droughts and other extreme weather events, especially when related to essential crops (e.g. staple foods: cereals, grains, roots/tubers, legumes).

Examples of health impacts: undernutrition, salmonella food poisoning and other foodborne diseases, mycotoxin effects, diarrhoea (E.coli), diarrhoea (V. cholerae).
",bool,78,Food supply and safety (Exposure),DSNY000263
"Changes in the geographic range, abundance, and seasonal activity of vectors — such as mosquitoes, ticks and mites — that alter the transmission risk of vector-borne diseases.. Climate change is altering the geographic distributions and life cycles of insect vectors, such as mosquitoes, ticks and mites, which may increase the risk, incidence, or geographic range of some vector-borne diseases and the emergence of new diseases (e.g. climate-sensitive zoonotic diseases). Animal disease vectors also comprise other taxonomic groups than insects, e.g. ticks (mites, arachnids), other arthropods, and also mammals (e.g. bats, rats and mice). These changes have important implications for several diseases such as Chikungunya (vector: mosquitoes), dengue (vector: mosquitoes), encephalitis (e.g. tick-borne encephalitis, Japanese encephalitis, Murray Valley encephalitis, or West Nile encephalitis.), Hantavirus infection (vector: rodents), Lyme disease (vector: ticks), malaria (vector: mosquitoes), Rift Valley fever (vector: mosquitoes), West Nile virus infection (vector: mosquitoes), Zika virus infection (vector: mosquitoes), Ross River fever (vector: mosquitoes), Crimean-Congo haemorrhagic fever (vector: ticks), Leishmaniasis (vector: sandflies), Oropouche virus disease/fever (vector: midges, especially Culicoides paraensis). 


",bool,82,Vector distribution and ecology (Exposure),DSNY000266
"Exposure to outdoor or indoor air containing pollutants — including particulate matter, ozone, nitrogen dioxide, and wildfire smoke — at concentrations harmful to health.. Air quality deteriorates with climate change through many pathways. 1. Hotter temperatures result in higher levels of ground-level ozone, wildfires result in increased levels of particulate matter and other air pollutants, and plants produce more pollen and allergens as a result of higher CO2 concentrations in the atmosphere. Increased pollen concentrations in the air also result from spread of certain heat- and drought-resistant plant species due to climate change (e.g. ragweed, Ambrosia artemisiifolia). 2. In addition to releasing CO2, the burning or combustion of fossil fuels releases particulate air pollutants. 3. Household (indoor) air pollution (from combustion of fossil fuels used for cooking and heating) is a major contributor to ambient (outdoor) air pollution. Biomass burning (in agricultural production) also causes air pollution. 4. Include indoor air-pollution only if related to fossil fuel combustion. 5. Radon is considered an air quality related exposure which can occur indoor and outdoor (it is related to open mines and can be exacerbated by heat). 6. There is an increase in sand and dust storms due to climate change, which contributes to air pollution. 

Examples of health impacts of this exposure: Exacerbations of asthma and other respiratory diseases (COPD); respiratory allergies; cardiovascular diseases; bacterial meningitis and invasive bacterial disease (linked to airborne dust).



",bool,76,Air quality (Exposure),DSNY000262
"Changes in the availability, quality, and safety of freshwater and other water sources, including flooding, drought, and contamination affecting drinking water and sanitation.. Climate change may compromise water quality through several pathways, such as favouring the growth of organisms that cause waterborne gastrointestinal illness and boosting the growth of harmful algae, Cyanobacteria, Escherichia coli and other bacterial strains, and viruses. Clean water may not even be available owing to drought or contamination after extreme weather, storm surges and floodings. Potential health impacts include: campylobacter infection, cholera, cryptosporidiosis, harmful algal blooms, leptospirosis, norovirus infection, typhoid fever, rotavirus infection, diarrhoea (E.coli), melioidosis, hepatitis E, dysentery.
",bool,83,Water quality and quantity (Exposure),DSNY000264
"Social, economic, and structural conditions that mediate vulnerability to environmental hazards and shape health outcomes at individual and population level.. Adverse effects of climate change — including effects on availability of water and food, extreme weather, and coastal flooding — are causing forced displacement of populations within their own countries (internally displaced persons) or across national borders (climate refugees) and leading to conflict and violence.",bool,80,Social factors (Exposure),DSNY000267
"Psychological and social harm arising from disruption to a sense of belonging, cultural heritage, and connection to land or community — particularly relevant to indigenous and displaced populations.",bool,86,Loss of place attachment / cultural identity (Exposure),DSNY000270
"Economic disruption resulting in the loss of employment, income, or livelihoods, with downstream effects on food security, mental health, and access to healthcare.",bool,85,Loss of livelihood / income (Exposure),DSNY000269
"Exposure to substandard, unsafe, or overcrowded living conditions that increase susceptibility to infectious disease, injury, and mental ill-health.",bool,84,Housing quality / overcrowding (Exposure),DSNY000268
"Acute exposure to extreme meteorological events — including floods, storms, cyclones, droughts, and wildfires — that cause direct physical harm or injury.. Extreme weather, including increasingly intense storms leading to coastal flooding with rising sea levels, can result in a wide range of health effects. These may include death or injuries, worsening of existing medical illnesses, spread of waterborne diseases, and adverse effects on mental health. Extreme events can also lead to wide-ranging negative consequences for health care delivery (disruption).",bool,77,Extreme weather events (Exposure),DSNY000265
"Exposure to interpersonal or collective violence, including armed conflict, gender-based violence, and civil unrest, as a determinant of physical and mental health outcomes.",bool,88,Violence / conflict (Exposure),DSNY000272
"Exposure to ultraviolet radiation from solar sources, associated with skin cancer risk, vitamin D synthesis, and immune modulation.. Solar radiation increases with reduced cloud cover resulting from climate change. Exposure to ultraviolet (UV) radiation can cause sunburn, skin damage, eye damage and skin cancer. UV exposure is also related to the depletion of the ozone-layer, which is influenced by climate forcing agents.",bool,81,Ultraviolet / solar radiation (Exposure),DSNY000273
"Involuntary or forced movement of populations away from their homes due to environmental, conflict, or economic pressures, with associated health and social consequences.",bool,87,Migration / forced displacement (Exposure),DSNY000271
"Physiological strain placed on the body by elevated ambient temperature and humidity, impairing thermoregulation and increasing the risk of heat-related illness.. As the planet warms, heat waves are becoming more frequent and lasting longer — placing people at increased risk for heat-related illnesses such as heat stroke. Heat-related illness can be seen at temperatures much lower than those characteristic of a heat wave. Health impacts: heat-related illness and death.
",bool,79,Heat stress (Exposure),DSNY000261
"The sector covering residential and commercial buildings, housing provision, and construction.",bool,475,Buildings / housing (Sector),DSNY000116
"The sector responsible for water supply, sewage treatment, and solid waste management.",bool,486,"Water, sanitation, and waste management (Sector)",DSNY000126
"The sector covering electricity generation, fuel production, and resource extraction, including both fossil fuel and renewable energy systems.",bool,477,Energy and extractives (Sector),DSNY000118
"The sector covering road, rail, air, and maritime transport systems, including infrastructure, vehicles, and logistics operations.",bool,485,Transportation (Sector),DSNY000125
"The sector encompassing manufacturing, retail, wholesale trade, and commercial services.",bool,480,"Industry, trade, and services (Sector)",DSNY000122
"The sector encompassing banking, insurance, investment, and financial services, including public and private finance mechanisms.",bool,478,Finance (Sector),DSNY000119
"The sector encompassing government agencies, civil services, and public institutions responsible for policy-making, regulation, and the delivery of public services in the context of climate change.",bool,483,Public administration (Sector),DSNY000124
"The military sector is the part of a country’s economy and government responsible for producing, organizing, and maintaining armed forces and defense capabilities, including personnel, equipment, operations, and infrastrucutre.
",bool,482,Military (Sector),DSNY000224
"The sector providing social safety nets, welfare services, and support systems that protect vulnerable populations from economic and social risks.",bool,484,Social protection (Sector),DSNY000121
"The sector covering telecommunications, digital infrastructure, and information technology, including hardware, software, and connectivity systems.",bool,481,Information and communications technologies (Sector),DSNY000123
"The sector encompassing formal and informal education systems, including schools, universities, and vocational institutions.",bool,476,Education (Sector),DSNY000117
"The sector encompassing crop cultivation, livestock rearing, aquaculture, fishing, and forest management.",bool,474,"Agriculture, fishing, and forestry (Sector)",DSNY000115
"The sector providing medical care, public health services, and health infrastructure, including hospitals, primary care, and preventive health services.",bool,479,Healthcare (Sector),DSNY000120
"Individuals aged 80 years and older, the fastest-growing demographic in many populations, with the highest prevalence of frailty, multimorbidity, and vulnerability to adverse health events.",bool,453,Aged (80 years and older),DSNY000260
"Adults aged 45 to 64 years, a life stage associated with the onset of chronic non-communicable diseases and changing physiological risk profiles.",bool,450,5.2. Middle aged (45-64 years),DSNY000257
"Older adults aged 65 to 78 years, often retaining significant functional capacity but with increasing chronic disease burden and growing vulnerability to environmental stressors.",bool,452,Aged (65-78 years),DSNY000259
"Children aged 1 to 23 months, a developmental period of rapid growth, nutritional dependency, and heightened susceptibility to infectious disease and environmental exposures.",bool,442,2. Infant (1-23 months),DSNY000249
"Infants in the first 28 days of life, a critical period of physiological adaptation with high vulnerability to infection, thermal stress, and nutritional insufficiency.",bool,446,Newborn infant,DSNY000250
"Adults aged 19 to 44 years, typically characterised by peak physical capacity, reproductive activity, and workforce participation.",bool,449,5.1. Adult (19-44 years),DSNY000256
"Individuals aged 65 years and older, a broad group encompassing younger-old and oldest-old adults with increasing prevalence of chronic disease, frailty, and functional decline.",bool,451,5.3. Aged (65 years and older),DSNY000258
"Individuals aged 19 years and older, encompassing young adults, middle-aged, and older adult sub-groups across the adult life course.",bool,445,5. Adult,DSNY000255
"Individuals aged 13 to 18 years undergoing puberty and adolescent development, with distinct biological vulnerabilities and behavioural risk profiles compared to younger children and adults.",bool,444,4. Adolescent (13-18 years),DSNY000254
"Children aged 2 to 5 years in the preschool developmental stage, characterised by rapid brain development, high activity levels, and reliance on caregivers for protection from environmental hazards.",bool,447,3.1. Preschool child (2-5 years),DSNY000252
"Studies or data that encompass individuals across all age groups without restriction, or where findings apply across the full life course.",bool,441,1. All ages,DSNY000248
"Children aged 6 to 12 years in middle childhood, a period of continued physical growth, cognitive development, and increasing social independence.",bool,448,3.2. Child (6-12 years),DSNY000253
"Children aged 2 to 12 years, spanning early childhood through to pre-adolescence, during which physical, cognitive, and social development are particularly sensitive to environmental conditions.",bool,443,3. Child (2-12 years),DSNY000251
"Land masses surrounded by water, particularly small island developing states, which face existential threats from sea level rise, coastal erosion, and increased storm intensity.",bool,55,Island,DSNY000146
"Land saturated with water seasonally or permanently (marshes, swamps, bogs); high productivity and carbon storage.",bool,49,Coastal,DSNY000664
"Land saturated with water seasonally or permanently (marshes, swamps, bogs); high productivity and carbon storage.. Shallow marine ecosystems built by calcium carbonate-secreting corals, supporting exceptional biodiversity and coastal protection but highly vulnerable to ocean warming and acidification.",bool,50,Coral reef,DSNY000497
"alt-tolerant coastal forests in tropical/subtropical intertidal zones, important for coastal protection and nurseries for marine life.. Coastal forest ecosystems dominated by salt-tolerant trees growing in intertidal zones of tropical and subtropical coastlines, providing habitat, carbon storage, and protection against storm surge and coastal erosion.",bool,56,Mangrove,DSNY000502
"Defined by elevation rather than latitude; conditions and vegetation shift with altitude, often ending in treeless alpine zones.. Elevated terrain characterised by steep slopes and cooler temperatures, where glacier retreat, altered precipitation patterns, and biodiversity shifts are prominent climate change impacts.",bool,58,Mountain (alpine),DSNY000147
"Low-lying landforms formed by sediment deposition at river mouths or along river corridors, characterised by high agricultural productivity and biodiversity but acute vulnerability to flooding, sea-level rise, and storm surge.. ""Riparian"" is about the immediate riverside corridor and its ecology, while ""Delta/floodplain"" is about larger-scale depositional/flood landforms.",bool,51,Delta / floodplain,DSNY000501
"Land saturated with water seasonally or permanently (marshes, swamps, bogs); high productivity and carbon storage.",bool,59,Ocean / marine,DSNY000148
"Extremely cold, treeless biome at high latitudes or altitudes, with permafrost and low-growing vegetation.. A treeless biome found at high latitudes and elevations, characterised by permafrost, low vegetation, and extreme cold, with particular sensitivity to warming temperatures and permafrost thaw.",bool,65,Tundra,DSNY000494
"Moderate climate, low-to-moderate rainfall; grass-dominated with few trees (e.g., prairies, steppes).. Grassland biome located in mid-latitude regions with a temperate climate (warm-to-hot summers, cold winters, moderate and relatively even rainfall — typically too low to support forest but enough to prevent desert conditions). Dominated by grasses and herbaceous vegetation, with few or no trees, largely due to fire, grazing, and seasonal drought maintaining the grass-dominated state.",bool,62,Temperate grassland,DSNY000661
