document_id,external_id,document_name,attribute_id,attribute_label,attribute_presence,human_additional_text,item_attribute_full_text_details,citation_page,citation_highlight_text,human_extraction,llm_extraction,llm_reasoning,llm_verbatim_text,human_verbatim_fuzzy_match_pct,llm_verbatim_fuzzy_match_pct,extraction_run_id
997047,59baba2a-54cc-4381-b80d-b37d1827c117,世界の人口戦略における公衆衛生的アプローチの有用性 公衆衛生活動を重視するフィリピン家族計画•母子保健プロジェクトの事例報告,0,incl|1,True,,,,,False,False,"The document primarily discusses population growth and public health initiatives in the Philippines, specifically focusing on maternal and child health, reproductive health, and community health initiatives. It does not mention climate change or its related health impacts such as exposure pathways, heat, extreme weather events, water quality, or food security. Therefore, it is not related to climate change and health.",,0.00,0.00,2026-08-03_12-23-38_
2881444016,9030242a-03a6-424f-9025-751812cbf88c,Harboring Sustainability: Assessing the Carbon Footprint of Maritime Fender Systems for Sustainable Ports,0,incl|1,True,,,,,True,True,"The document discusses human-induced global warming and its effects, which are directly related to climate change. It also mentions the health of the planet, which can be interpreted as encompassing various health-related aspects, including exposure pathways. Therefore, the record is indeed related to climate change and health in a broader sense.","Concerns about the planet’s health are undeniably increasing, particularly in relation to the impacts of human-induced global warming...",0.00,98.88,2026-08-03_12-23-38_
9587,9394bc32-630d-4128-8dfc-04448776fd1f,"Climate and mortality in Australia: retrospective study, 1979-1990, and predicted impacts in five major cities in 2030",0,incl|1,True,,,,,True,True,"The document discusses the relationship between climatic extremes and mortality, indicating a direct link between climate change and health outcomes. It also mentions various health impacts related to climate, such as excess mortality due to temperature extremes, which encompasses exposure pathways like heat and extreme weather events. Therefore, it is related to climate change and health as requested.",Quantitative assessment of climatic and environmental health risks is necessary because changes in climate are expected.,0.00,100.00,2026-08-03_12-23-38_
3522,a7eda8a9-ef16-4830-8fde-a1971b7b3a6a,The Application of Automated Techniques in the Management and Control of Source Materials,0,incl|1,True,,,,,False,False,"The context provided discusses the evolution and adaptation of technology, particularly the steam engine and computers, but does not mention climate change or health-related topics. Therefore, it does not relate to the specified themes of climate change and health.",,0.00,0.00,2026-08-03_12-23-38_
521359478,ac766dc4-9743-45cf-82af-a1c1bdc35392,AN AYURVEDIC APPROACH IN THE MANAGEMENT OF URTICARIA(SHEETPITTA): A CASE STUDY,0,incl|1,True,,,,,False,False,"The document discusses urticaria and its treatment through Ayurvedic methods, focusing on skin reactions and lifestyle changes. It does not mention climate change or its impact on health, exposure pathways, or related environmental factors. Therefore, it is not related to climate change and health.",,0.00,0.00,2026-08-03_12-23-38_
712110,b7fe7d7d-00b7-411a-a269-5fb9542e9c94,Adhesion and anti-inflammatory potential of<i>Lactobacillus rhamnosus</i>GG in a sea buckthorn based beverage matrix,0,incl|1,True,,,,,False,False,"The document discusses the effects of probiotic foods and their health benefits, specifically focusing on a study involving a probiotic beverage and its impact on inflammation in zebrafish. There is no mention of climate change or related health issues such as exposure pathways, extreme weather events, or food security. Therefore, the record is not related to climate change and health.",,0.00,0.00,2026-08-03_12-23-38_
2929,bd59352e-90a0-47fc-ab8c-d59e2f4fa6e6,Analysing Mechanical Properties of Synthetic Material for Artificial Organ Manufacturing by Finite Element Analysis,0,incl|1,True,,,,,False,False,"The context discusses the Finite Element Method (FEM) and its applications in analyzing materials and mechanical correctness, which does not relate to climate change or health issues. There is no mention of exposure pathways, heat, extreme weather events, water quality, or food security in the provided text.",,0.00,0.00,2026-08-03_12-23-38_
5996,ccb24fb6-538e-4ca7-975e-4633cfbe5547,Influence of spraying by suspended dry yeast bread and soaked licorice root and salsalic acid to resist fungus Sclerotinia sclerotiorum on eggplant,0,incl|1,True,,,,,False,False,"The context provided discusses an experiment related to the effects of certain substances on the growth of a fungus affecting eggplants. It does not mention climate change, health, or any related exposure pathways such as heat, extreme weather events, water quality, or food security. Therefore, the record is not related to climate change and health.",,0.00,0.00,2026-08-03_12-23-38_
582288464,e653d09a-b246-48fd-88b3-aec5823a4670,"&lt;title&gt;Advances in radio frequency tumor ablation therapy: technical considerations, strategies for increasing coagulation necrosis volume, and preliminary clinical results&lt;/title&gt;",0,incl|1,True,,,,,False,False,"The document discusses radiofrequency tumor ablation and its technical aspects related to cancer treatment, which does not pertain to climate change or health issues related to exposure pathways like heat, extreme weather, water quality, or food security. There is no mention of climate change or its health impacts in the context provided.",,0.00,0.00,2026-08-03_12-23-38_
4686393638,e7b6c454-f386-4808-95cb-a36f5e001d67,Přepadení transportů peněz a cenností,0,incl|1,True,,,,,False,False,"The document discusses the behavior of crew transport vehicles and psychological aspects related to transport, which does not pertain to climate change or health issues such as exposure pathways, extreme weather events, or food security.",,0.00,0.00,2026-08-03_12-23-38_
