prompt,output_data_type,attribute_id,attribute_label,concept_id
Across the life course; All age groups; Any age; Lifespan; Total population; Unspecified age,bool,441,1. All ages,DSNY000248
Child age group; Children; Kids; Paediatric; School-age children,bool,443,3. Child (2-12 years),DSNY000251
Early childhood; Preschool children; Toddlers; Under 5s; Young children,bool,447,3.1. Preschool child (2-5 years),DSNY000252
Babies; Infant age group; Infants; Under 2s,bool,442,2. Infant (1-23 months),DSNY000249
80 and over; Advanced old age; Late old age; Octogenarians; Oldest adults; Oldest old; Very old,bool,453,Aged (80 years and older),DSNY000260
45 to 64 year olds; Mid-life; Middle adulthood; Middle age; Middle-aged adults,bool,450,5.2. Middle aged (45-64 years),DSNY000257
65 and over; Elderly; Late adulthood; Older adults; Older people; Senior citizens,bool,451,5.3. Aged (65 years and older),DSNY000258
6 to 12 year olds; Middle childhood; Pre-adolescent; Pre-teen; Primary school age; School children,bool,448,3.2. Child (6-12 years),DSNY000253
Adolescence; Teenagers; Teens; Young people; Young person; Youth,bool,444,4. Adolescent (13-18 years),DSNY000254
Mediterranean scrubland,bool,57,Mediterranean / chaparral,DSNY000662
Boreal forest; Coniferous forest; Northern forest; Snow forest; Subarctic forest; Taiga,bool,48,Boreal forest / taiga,DSNY000496
Freshwater ecosystems; Inland water bodies; Lakes; Limnetic zone; Rivers; Streams,bool,54,"Freshwater (rivers, lakes)",DSNY000663
Floodbank; Riparian zone; Riverbank; Riverine habitat; Streamside habitat,bool,60,Riparian,DSNY000498
Alluvial plain; Deltaic region; Flood zone; Flood-prone lowland; Floodplain; River delta,bool,51,Delta / floodplain,DSNY000501
Amazon; Jungle; Rainforest,bool,64,Tropical rainforest,DSNY000660
Agricultural area; Agricultural land; Agroecosystem; Arable land; Cropland; Pasture,bool,53,Farmland,DSNY000495
Coral ecosystem; Marine reef; Reef ecosystem; Tropical reef,bool,50,Coral reef,DSNY000497
Coastal mangrove; Intertidal forest; Mangrove forest; Mangrove swamp; Mangrove wetland,bool,56,Mangrove,DSNY000502
Coast; Coastal zone; Littoral zone; Shoreline,bool,49,Coastal,DSNY000664
Alpine tundra; Arctic tundra; High-latitude tundra; Permafrost landscape; Polar desert,bool,65,Tundra,DSNY000494
Boreal forest; Temperate forest; Woodland,bool,61,Temperate forest,DSNY000143
Alpine; Highland; Montane ecosystem; Upland,bool,58,Mountain (alpine),DSNY000147
Bog; Fen; Marsh; Mire; Peat bog; Swamp; Wetlands,bool,67,Wetland / peatland,DSNY000154
Meadow; Prairie; Savanna,bool,63,Tropical grassland / savanna,DSNY000145
Marine ecosystems; Pelagic zone; Saltwater biome,bool,59,Ocean / marine,DSNY000148
Arid landscape; Arid region; Arid zone; Dryland,bool,52,Desert (arid/semi-arid),DSNY000142
Pampas; Prairies; Steppes; Veld,bool,62,Temperate grassland,DSNY000661
Archipelago; Insular biome; Island state; Small island,bool,55,Island,DSNY000146
Floodplain valley; Lowland valley; River valley,bool,66,Valley,DSNY000151
Effect measure; HR; Hazard ratio; OR; Odds ratio; RR; Relative risk; Risk ratio,bool,106,Relative risk / odds ratio (Metric),DSNY000295
Disability years; Non-fatal disease burden; YLD; Years with disability,bool,104,Years lived with disability (Metric),DSNY000284
Attributable mortality; Cause-specific death rate; Condition-specific mortality; Disease-specific mortality,bool,94,Cause-specific mortality (Metric),DSNY000276
Hospital stay; Hospitalisation; Inpatient admission; Inpatient care,bool,109,Hospital admission (Metric),DSNY000288
Health service use; Health services utilisation; Healthcare use; Medical care use,bool,92,Healthcare utilisation (Metric),DSNY000287
Functional health status; HRQoL; Health status; PROs; Patient-reported outcomes; QoL; Quality of life; Wellbeing,bool,100,(Health-related) quality of life (HrQoL/QoL) (Metric),DSNY000286
Ambulatory care visit; Clinic visit; GP visit; Outpatient attendance; Outpatient visit; Primary care utilization; Primary care visit,bool,111,Outpatient / primary care visit (Metric),DSNY000290
A&E attendance; Accident and emergency; ED visit; Emergency care attendance; Emergency care utilization; Emergency visit; Unscheduled care visit,bool,107,Emergency department visit (Metric),DSNY000289
Disease burden metrics; Morbidity metrics; Quality of life measures,bool,90,Disease burden / quality of life (Metric),DSNY000281
Burden of disease; Composite burden measure; DALY; DALYs; Disability-adjusted life year,bool,101,Disability-adjusted life years (DALY) (Metric),DSNY000285
Exposure assessment; Exposure measurement; Risk quantification,bool,91,Exposure quantification (Metric),DSNY000293
Death outcomes; Fatal outcomes; Fatality; Mortality; Mortality outcomes,bool,89,Death (Metric),DSNY000274
PYLL; Premature mortality; Years of potential life lost,bool,98,Potential years of life lost (PYLL) (Metric),DSNY000631
Child mortality; Child mortality rate; Infant mortality rate; Neonatal mortality rate; Pediatric mortality; Perinatal mortality; Under-5 mortality,bool,96,Infant / child mortality (Metric),DSNY000279
MMR; Maternal death rate; Maternal mortality ratio; Pregnancy-associated mortality; Pregnancy-related death,bool,97,Maternal mortality (Metric),DSNY000280
Attributable burden; Attributable risk; Excess fraction; PAF; Population attributable fraction,bool,105,Attributable fraction / risk (Metric),DSNY000294
All-cause death rate; Crude mortality rate; General mortality; Overall mortality; Total mortality,bool,93,All-cause mortality (Metric),DSNY000275
Access barriers; Access disruption; Health system disruption; Healthcare disruption; Service disruption,bool,108,Healthcare access disruption (Metric),DSNY000291
Bed days; Hospital length of stay; Inpatient duration; LOS,bool,110,Length of hospital stay (Metric),DSNY000292
Life years lost; YLL,bool,99,Years of life lost (YLL) (Metric),DSNY000278
Attack rate; Case rate; Cumulative incidence; Disease incidence; Incidence rate; New case rate; New cases,bool,102,Incidence (Metric),DSNY000282
Case burden; Disease frequency; Disease prevalence; Period prevalence; Point prevalence; Prevalence rate,bool,103,Prevalence (Metric),DSNY000283
Excess death rate; Excess deaths; Excess mortality rate; Mortality displacement; Overall mortality burden,bool,95,Excess mortality (Metric),DSNY000277
Clinical guideline; Clinical practice guideline (CPG); Evidence-based guideline; Health guideline; Public health guideline,bool,426,Guideline (clinical or public health),DSNY000207
Analytic observational design; Comparative observational design; Observational comparative study,bool,394,Observational / group comparison designs,DSNY000522
Natural experiment; Quasi-experimental design; Quasi-experimental study; Quasi-randomised trial,bool,399,2. Quasi-randomised / natural experiment,DSNY000531
SR; Systematic literature review,bool,430,Systematic reviews,DSNY000201
Case-control study; Matched case-control; Matched sample design; Retrospective matched comparison,bool,417,Case-control / mached sample design,DSNY000523
ITS (uncontrolled); Single-group ITS; Single-group interrupted time series; Uncontrolled ITS,bool,422,Interrupted time series (uncontrolled),DSNY000521
Descriptive designs; Descriptive study design; Single-group study,bool,391,Descriptive / single-group designs,DSNY000515
Computational modelling; Mathematical modelling; Modelling study; Simulation study,bool,393,Modelling / simulation,DSNY000545
Cluster RCT; Crossover RCT; Field experiment; Parallel RCT; RCT; Randomised controlled trial; Randomised trial,bool,398,1. Randomised (RCT),DSNY000530
Allocation method unclear; Randomisation not reported; Unclear randomisation,bool,401,4. Randomisation unclear,DSNY000540
Comparative experimental design; Controlled experimental design; Group comparison experiment,bool,389,(Quasi-)Experimental / group comparison designs,DSNY000529
LSR; Living evidence synthesis,bool,433,Living systematic review,DSNY000666
Observational single-group study; Single-group observational study; Uncontrolled observational design,bool,395,Observational / single-group designs,DSNY000519
Evidence gap map; Evidence map; Gap map,bool,432,Evidence map / evidence gap map,DSNY000205
Cross-sectional study; One-time survey; Prevalence study; Prevalence survey; Single-round survey; Survey study,bool,411,Cross-sectional / single-round survey,DSNY000517
Other review type; Other synthesis type; Unclassified evidence synthesis,bool,431,Z_Other evidence synthesis type,DSNY000555
Evidence map; Scoping study; Systematic map,bool,438,Scoping review,DSNY000204
Agent-based microsimulation; Individual-level simulation; Micro-level simulation,bool,414,Microsimulation,DSNY000548
Meta-analysis without systematic review,bool,428,Meta-analysis (unsystematic),DSNY000637
DD estimator; DiD; Diff-in-diff; Difference-in-difference; Event study,bool,403,Difference-in-differences / event study,DSNY000533
Other design; Other primary study design; Unclassified study design,bool,397,Z_Other study design,DSNY000551
Before-after study; Pre-post comparison; Pre-post design; Pre-post study,bool,421,Before-after / pre-post study,DSNY000520
Comprehensive systematic review; Full systematic review,bool,439,Systematic review,DSNY000202
Meta-review; Overview of reviews; Review of reviews,bool,440,Umbrella review / overview of reviews,DSNY000200
Realist evaluation review; Realist synthesis; Theory-driven review,bool,437,Realist review,DSNY000553
Coarsened exact matching; Matched DiD; Matched analysis; Nearest Neighbor Matching; PSM; Propensity score analysis; Propensity score matching,bool,402,(Propensity score) Matched differences-in-differences,DSNY000539
FGD; Focus group discussion; Group discussion; Group interview,bool,424,Focus group,DSNY000543
Climate simulation; Downscaled climate model; Environmental modelling; Other climate modelling,bool,415,Other climate-related modelling / simulation,DSNY000549
Mixed-methods design; Qualitative design; Qualitative research; Qualitative study,bool,396,Qualitative designs,DSNY000541
Ethnographic methods; Ethnography; Fieldwork; Participant observation,bool,423,Ethnographic,DSNY000665
RD design; RDD; Regression discontinuity design,bool,406,Regression discontinuity,DSNY000535
CBA; Controlled before-and-after study; Controlled pre-post study; Non-randomised controlled before-after,bool,419,Controlled before-after (CBA),DSNY000525
In-depth interviews; Interview-based study; Qualitative interviews; Semi-structured interviews; Structured interviews; Unstructured interviews,bool,425,Interviews,DSNY000542
Research synthesis; Review; Secondary research,bool,388,2. Evidence synthesis,DSNY000198
SCM; Synthetic comparison group; Synthetic control method,bool,407,Synthetic control,DSNY000536
Adjusted cohort analysis; Fixed effects model; Panel data regression; Panel regression; Two-way fixed effects; Within-estimator,bool,404,Fixed effects / panel regression,DSNY000538
Climate-health impact modeling; Climate-health projection model; Health impact projection model; IAM; Integrated assessment model,bool,413,Integrated assessment model (IAM) / health impact projection,DSNY000546
Mixed-methods study; Multi-method study; Quantitative and qualitative combined,bool,392,Mixed-methods,DSNY000544
Controlled ITS; Controlled interrupted time series; ITS (controlled),bool,420,Interrupted time series (controlled),DSNY000526
Open-label single-arm trial; Single-arm study; Single-arm trial; Uncontrolled trial,bool,408,Single arm trial / single arm experiment,DSNY000528
IV analysis; IV estimation; IV method; IV regression; Instrumental variable analysis; Two-stage least squares,bool,405,Instrumental variables,DSNY000534
Meta-ethnography; Narrative synthesis of qualitative evidence; QES; Qualitative synthesis; Thematic synthesis,bool,435,Qualitative evidence synthesis,DSNY000552
Single-arm experimental design; Uncontrolled experimental design,bool,390,(Quasi-)Experimental / single-group designs,DSNY000527
Accelerated review; Fast-track review,bool,436,Rapid review,DSNY000203
Convergent review; Integrated review; Mixed-methods systematic review,bool,434,Mixed-methods review,DSNY000554
Literature review; Non-systematic review; Review; Traditional review,bool,429,Narrative review,DSNY000206
Case report; Case study; Clinical case report; Single case report,bool,409,Case report / case study,DSNY000516
Empirical research; Original research; Primary study,bool,387,1. Primary research,DSNY000167
CGE; CGE model; Economy-wide model; General equilibrium model,bool,412,Computable general equilibrium (CGE) model,DSNY000547
Burden of disease model; Disease model; Epidemiological modelling; Other health modelling; Transmission model,bool,416,Other health-related modelling / simulation,DSNY000550
Case series; Descriptive multi-case study; Patient series,bool,410,Case series / descriptive multi-case study,DSNY000518
HTA; Health technology assessment,bool,427,Health technology assessment (HTA),DSNY000208
Cohort study; Longitudinal study; Panel study; Prospective cohort; Retrospective cohort,bool,418,Cohort / panel data / longitudinal study,DSNY000524
Non-randomised controlled study; Non-randomised study; Observational quasi-experiment,bool,400,3. Non-randomised,DSNY000532
Other carbon-intensive infrastructure; Other emitting infrastructure; Other polluting technology,bool,379,Z_Other emitting technologies / infrastructure,DSNY000576
Active travel; Cycling infrastructure; EV infrastructure; Electric vehicles; Electrified transport; Green mobility; Low-carbon mobility; Public transport,bool,383,Low-emission transport,DSNY000558
Community action; Community responses; Community-driven responses; Community-level interventions,bool,317,Community-based,DSNY000588
Agricultural adaptation; Climate-resilient food production; Climate-smart agriculture; Cold chain systems; Drought-resistant crops; Food safety infrastructure; Precision irrigation; Vertical farming,bool,371,Food security technology,DSNY000567
Bottom-up governance; Community engagement; Community governance; Community planning; Inclusive governance; Participatory decision-making,bool,340,Participatory governance,DSNY000590
Cement production; Extractive industries; Heavy industry; Industrial emissions; Mining; Steel production,bool,376,Industrial / extractive infrastructure,DSNY000574
Adaptation infrastructure; Adaptive infrastructure; Adaptive technology; Climate-resilient infrastructure,bool,364,Adaptation technologies / infractstructure,DSNY000095
Carbon-intensive technology; Emission-intensive technology; Polluting infrastructure,bool,365,Emitting technologies / infrastructure,DSNY000096
Climate-health adaptation plans; Climate-resilient health systems; Health system adaptation; Health workforce capacity; Hospital resilience; Supply chain resilience,bool,353,Health system governance,DSNY000583
Domestic preparedness; Home protection; Household adaptation; Protective household adaptation,bool,325,Household protection,DSNY000102
Circular economy; Methane capture; Resource recovery; Sanitation systems; Sustainable waste systems; Waste management; Waste reduction,bool,385,Waste management / circular economy,DSNY000561
Agroforestry; Land restoration; Nature-based vector control; Peatland restoration; Reforestation; Regenerative agriculture; Wildfire management,bool,344,Forest / land management,DSNY000581
Disease surveillance platforms; Epidemiological surveillance; Health monitoring; Pollution monitoring; Rapid diagnostic tests; Satellite surveillance,bool,352,Diagnostics and surveillance tools,DSNY000645
Climate technology; Infrastructural responses; Infrastructure solutions; Technical measures; Technological responses,bool,321,Technology / infrastructure,DSNY000093
Health system response; Public health interventions,bool,348,Health systems and public health,DSNY000642
Emotional adaptation; Emotional coping; Mental coping strategies; Psychological resilience,bool,329,Psychological coping,DSNY000101
Climate accords; International agreements; Kyoto Protocol; Montreal Protocol; Paris Agreement; Treaties; Treaty-based commitments,bool,361,International / multilateral agreements,DSNY000088
CBA; Community-led adaptation; Grassroots adaptation; Local adaptation; Locally led climate action; Locally-led adaptation,bool,337,Community-based adaptation,DSNY000589
Adaptive behaviours; Coping behaviours; Protective behaviours,bool,322,Adaptation behaviours,DSNY000098
